commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Private_fixed_investment_in_equipment,F02N_Private_fixed_investment_in_intellectual_property_products,F02T_Private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_National_defense_Consumption_expenditures,F06E_National_defense_Gross_investment_except_structures,F06S_National_defense_Gross_investment_in_structures,F07C_Nondefense_Consumption_expenditures,F07E_Nondefense_Gross_investment_except_structures,F07S_Nondefense_Gross_investment_in_structures,F10C_State_and_local_government_consumption_expenditures,F10E_State_and_local_government_gross_investment_except_structures,F10S_State_and_local_government_gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,T001_Total_Intermediate,T004_Total_Final_Uses_GDP
111CA_Farms,16819,1570,0,0,0,1,28,83512,2266,2,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,37,840,57,3,0,1,0,23,0,5,2,0,96,330,39,66,1514,49,18387,0,0,0,-15020,18502,-6818,0,0,0,0,0,0,0,0,0,9,1077,1,633,109176,15052
113FF_Forestry_fishing_and_related_activities,8111,4578,4,76,0,63,160,2611,269,153,7604,2524,11,4,272,924,6,13,8,6,10,22,8,6,23,56,66,107,37,0,26,25,0,5,9,0,42,171,237,87,147,1105,49,2093,0,0,0,361,1463,-3686,0,0,0,0,0,0,0,0,0,24,70,107,185,30024,231
211_Oil_and_gas_extraction,0,0,4723,0,0,27892,0,0,0,0,0,0,0,108542,1692,116,0,24,0,0,0,0,0,0,0,0,0,0,1490,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-519,2020,-35281,0,0,0,0,0,0,0,0,0,0,167,0,0,144649,-33780
212_Mining_except_oil_and_gas,248,1,1,4595,33,14953,1616,140,44,9,17,511,9,399,2400,51,3119,7996,88,144,111,188,447,93,7,430,11,15,66,0,48,4,250,2,1,1,11,29,16,2,5,6,10,33,725,0,0,-170,4846,-3948,0,0,0,0,0,0,0,0,0,583,167,945,260,40082,1485
213_Support_activities_for_mining,0,0,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,29998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688,30121
22_Utilities,2564,65,2938,2789,306,213,1381,4389,1587,579,1010,4294,773,5475,8771,2098,3694,10179,3031,1694,2393,1012,2534,1108,401,572,3045,9094,1336,93,1095,1389,204,377,1096,1063,1207,698,5028,657,1718,3628,1459,88125,0,0,0,0,344,-4678,0,0,0,0,0,0,0,0,0,227,1993,10278,11242,122773,83791
23_Construction,194,58,0,143,1,4496,81,126,67,31,86,107,47,212,245,92,141,459,526,292,361,120,375,363,81,86,313,865,1581,63,2505,449,9304,75,113,184,81,1152,683,97,286,233,812,0,0,0,253871,0,46,0,0,0,4763,0,0,6734,0,0,54222,233,2435,3280,13614,47145,319636
311FT_Food_and_beverage_and_tobacco_products,12074,165,7,3,0,2,2,48810,10,620,4,321,4,37,1091,7,22,9,10,13,11,5,5,9,28,122,769,2956,228,0,204,5,5,2,41,0,5,163,5208,609,1717,36369,374,192175,0,0,0,-812,13578,-16296,0,0,0,0,0,0,0,0,0,1111,1453,4,4746,119360,188646
313TT_Textile_mills_and_textile_product_mills,223,164,1,32,0,57,1323,61,14178,13278,124,871,120,47,154,1529,112,6,38,134,2,63,1903,341,1464,1200,1302,262,811,0,77,151,142,1,14,0,12,12,725,57,257,29,233,11320,2055,0,0,544,2133,-3336,0,0,0,0,6,0,0,6,0,52,170,44,464,42239,12729
315AL_Apparel_and_leather_and_allied_products,37,14,14,15,0,11,114,14,203,10546,3,13,18,7,11,16,13,16,27,14,67,6,341,13,132,169,69,101,97,0,69,28,14,46,61,0,36,10,429,98,53,43,422,65065,0,0,0,5,1260,-21146,0,0,0,0,0,0,0,0,0,10,532,34,876,14863,45185
